prompt_id,bloom,bloom_band,subject,subject_family,knowledge_state,learning_stage,learning_context
P1275,Apply,AA,Computer Science,formal,informed,competency_development,collaborative
P1277,Apply,AA,Literature,humanistic,misinformed,conceptual_orientation,guided
P1282,Understand,RU,Mathematics,formal,informed,skill_building,guided
P1284,Remember,RU,Computer Science,formal,informed,conceptual_orientation,guided
P1286,Evaluate,EC,Sociology,applied,misinformed,skill_building,collaborative
P1292,Evaluate,EC,Literature,humanistic,novice,skill_building,guided
P1298,Analyze,AA,Literature,humanistic,novice,skill_building,guided
P1301,Remember,RU,Physics,formal,informed,conceptual_orientation,autonomous
P1302,Apply,AA,Biology,natural,misinformed,competency_development,guided
P1303,Create,EC,Biology,natural,informed,skill_building,guided
P1304,Evaluate,EC,Ethics,humanistic,informed,competency_development,collaborative
P1308,Remember,RU,Literature,humanistic,novice,conceptual_orientation,collaborative
P1310,Analyze,AA,Sociology,applied,informed,skill_building,guided
P1311,Apply,AA,Art History,humanistic,misinformed,conceptual_orientation,collaborative
P1314,Understand,RU,Art History,humanistic,informed,skill_building,autonomous
P1315,Remember,RU,Ethics,humanistic,informed,competency_development,autonomous
P1316,Apply,AA,Psychology,natural,informed,conceptual_orientation,collaborative
P1317,Remember,RU,Psychology,natural,novice,conceptual_orientation,collaborative
P1318,Create,EC,Ethics,humanistic,informed,comprehensive_mastery,collaborative
P1321,Analyze,AA,Art History,humanistic,misinformed,comprehensive_mastery,guided
P1322,Create,EC,Physics,formal,informed,conceptual_orientation,guided
P1327,Create,EC,Psychology,natural,misinformed,comprehensive_mastery,collaborative
P1328,Remember,RU,Physics,formal,misinformed,conceptual_orientation,guided
P1330,Understand,RU,Physics,formal,novice,comprehensive_mastery,guided
P1332,Create,EC,Sociology,applied,misinformed,competency_development,guided
P1333,Apply,AA,Psychology,natural,novice,comprehensive_mastery,guided
P1335,Create,EC,Ethics,humanistic,novice,competency_development,guided
P1337,Analyze,AA,Mathematics,formal,misinformed,skill_building,guided
P1339,Analyze,AA,Ethics,humanistic,misinformed,comprehensive_mastery,guided
P1340,Understand,RU,Computer Science,formal,novice,skill_building,collaborative
P1341,Create,EC,Literature,humanistic,misinformed,skill_building,guided
P1342,Understand,RU,Biology,natural,informed,skill_building,guided
P1343,Understand,RU,Physics,formal,misinformed,conceptual_orientation,guided
P1346,Analyze,AA,Sociology,applied,informed,comprehensive_mastery,guided
P1349,Analyze,AA,Psychology,natural,informed,skill_building,guided
P1350,Understand,RU,Art History,humanistic,informed,conceptual_orientation,autonomous
P1351,Create,EC,Mathematics,formal,novice,comprehensive_mastery,autonomous
P1353,Analyze,AA,Literature,humanistic,misinformed,conceptual_orientation,autonomous
P1354,Understand,RU,Sociology,applied,misinformed,skill_building,guided
P1355,Understand,RU,Biology,natural,informed,comprehensive_mastery,autonomous
P1361,Create,EC,Psychology,natural,novice,skill_building,autonomous
P1365,Understand,RU,Ethics,humanistic,informed,competency_development,guided
P1369,Evaluate,EC,Mathematics,formal,informed,conceptual_orientation,autonomous
P1370,Understand,RU,Physics,formal,novice,skill_building,autonomous
P1373,Understand,RU,Art History,humanistic,informed,competency_development,autonomous
P1374,Remember,RU,Psychology,natural,novice,competency_development,autonomous
P1376,Understand,RU,Physics,formal,informed,conceptual_orientation,collaborative
P1380,Evaluate,EC,Mathematics,formal,misinformed,competency_development,guided
P1383,Evaluate,EC,Biology,natural,informed,competency_development,collaborative
P1384,Remember,RU,Psychology,natural,informed,competency_development,collaborative
P1385,Remember,RU,Psychology,natural,novice,comprehensive_mastery,collaborative
P1386,Analyze,AA,Mathematics,formal,misinformed,conceptual_orientation,guided
P1387,Evaluate,EC,Sociology,applied,misinformed,competency_development,guided
P1389,Apply,AA,Biology,natural,misinformed,competency_development,collaborative
P1392,Create,EC,History,humanistic,novice,competency_development,collaborative
P1393,Evaluate,EC,Physics,formal,misinformed,conceptual_orientation,autonomous
P1394,Understand,RU,History,humanistic,novice,skill_building,guided
P1396,Evaluate,EC,Psychology,natural,novice,competency_development,guided
P1397,Create,EC,History,humanistic,novice,comprehensive_mastery,autonomous
P1398,Understand,RU,Ethics,humanistic,misinformed,skill_building,guided
P1399,Remember,RU,Computer Science,formal,novice,competency_development,guided
P1400,Analyze,AA,Mathematics,formal,novice,competency_development,guided
P1401,Apply,AA,Art History,humanistic,misinformed,competency_development,autonomous
P1402,Apply,AA,Ethics,humanistic,misinformed,comprehensive_mastery,autonomous
P1405,Remember,RU,Art History,humanistic,novice,skill_building,collaborative
P1408,Apply,AA,Psychology,natural,novice,skill_building,collaborative
P1410,Remember,RU,Sociology,applied,informed,conceptual_orientation,collaborative
P1411,Remember,RU,Sociology,applied,informed,conceptual_orientation,guided
P1413,Apply,AA,Art History,humanistic,novice,comprehensive_mastery,guided
P1418,Apply,AA,Literature,humanistic,misinformed,conceptual_orientation,autonomous
P1419,Create,EC,Mathematics,formal,informed,skill_building,guided
P1420,Remember,RU,Psychology,natural,informed,comprehensive_mastery,collaborative
P1422,Analyze,AA,Art History,humanistic,informed,conceptual_orientation,guided
P1423,Evaluate,EC,Ethics,humanistic,misinformed,skill_building,collaborative
P1424,Evaluate,EC,Psychology,natural,misinformed,skill_building,guided
P1425,Understand,RU,Psychology,natural,misinformed,comprehensive_mastery,guided
P1433,Understand,RU,Physics,formal,informed,skill_building,guided
P1437,Apply,AA,History,humanistic,informed,conceptual_orientation,autonomous
P1438,Analyze,AA,Literature,humanistic,misinformed,comprehensive_mastery,collaborative
P1439,Remember,RU,Ethics,humanistic,informed,comprehensive_mastery,guided
P1440,Understand,RU,History,humanistic,misinformed,conceptual_orientation,guided
P1441,Analyze,AA,History,humanistic,misinformed,conceptual_orientation,autonomous
P1442,Understand,RU,Computer Science,formal,informed,conceptual_orientation,guided
P1443,Understand,RU,Literature,humanistic,informed,comprehensive_mastery,guided
P1446,Understand,RU,Literature,humanistic,misinformed,competency_development,collaborative
P1448,Apply,AA,Art History,humanistic,informed,comprehensive_mastery,guided
P1449,Apply,AA,Literature,humanistic,informed,conceptual_orientation,collaborative
P1450,Remember,RU,Physics,formal,informed,conceptual_orientation,collaborative
P1451,Evaluate,EC,Psychology,natural,misinformed,comprehensive_mastery,collaborative
P1452,Apply,AA,History,humanistic,novice,skill_building,collaborative
P1458,Create,EC,Mathematics,formal,novice,competency_development,collaborative
P1460,Create,EC,History,humanistic,informed,comprehensive_mastery,autonomous
P1461,Analyze,AA,Computer Science,formal,novice,conceptual_orientation,guided
P1462,Apply,AA,Physics,formal,informed,skill_building,guided
P1468,Remember,RU,Biology,natural,novice,competency_development,collaborative
P1471,Create,EC,Art History,humanistic,novice,conceptual_orientation,guided
P1472,Apply,AA,Psychology,natural,novice,conceptual_orientation,collaborative
P1476,Evaluate,EC,Psychology,natural,misinformed,competency_development,guided
P1478,Analyze,AA,Literature,humanistic,informed,skill_building,guided
P1482,Evaluate,EC,Sociology,applied,informed,comprehensive_mastery,collaborative
P1484,Analyze,AA,Literature,humanistic,informed,conceptual_orientation,guided
P1486,Create,EC,Mathematics,formal,misinformed,competency_development,guided
P1487,Apply,AA,Physics,formal,informed,conceptual_orientation,autonomous
P1488,Analyze,AA,Art History,humanistic,informed,conceptual_orientation,autonomous
P1492,Evaluate,EC,Literature,humanistic,misinformed,competency_development,guided
P1494,Analyze,AA,Sociology,applied,misinformed,conceptual_orientation,guided
P1495,Analyze,AA,Sociology,applied,misinformed,skill_building,collaborative
P1497,Understand,RU,Mathematics,formal,novice,skill_building,guided
P1498,Apply,AA,Physics,formal,novice,skill_building,guided
P1499,Apply,AA,Ethics,humanistic,novice,competency_development,collaborative
P1505,Create,EC,Ethics,humanistic,misinformed,competency_development,guided
P1506,Understand,RU,Physics,formal,misinformed,skill_building,guided
P1511,Remember,RU,Literature,humanistic,misinformed,conceptual_orientation,guided
P1513,Remember,RU,History,humanistic,misinformed,competency_development,guided
P1514,Create,EC,Literature,humanistic,informed,skill_building,guided
P1515,Create,EC,Mathematics,formal,misinformed,skill_building,collaborative
P1517,Analyze,AA,Psychology,natural,informed,comprehensive_mastery,guided
P1521,Evaluate,EC,Mathematics,formal,informed,conceptual_orientation,collaborative
P1524,Remember,RU,Ethics,humanistic,novice,competency_development,collaborative
P1525,Apply,AA,Literature,humanistic,misinformed,skill_building,collaborative
P1531,Apply,AA,Biology,natural,misinformed,skill_building,autonomous
P1533,Evaluate,EC,Computer Science,formal,misinformed,comprehensive_mastery,autonomous
P1536,Apply,AA,Sociology,applied,informed,conceptual_orientation,autonomous
P1537,Apply,AA,Psychology,natural,informed,skill_building,collaborative
P1542,Create,EC,Mathematics,formal,novice,competency_development,guided
P1544,Understand,RU,Physics,formal,misinformed,competency_development,collaborative
P1545,Remember,RU,Sociology,applied,misinformed,competency_development,collaborative
P1546,Remember,RU,Sociology,applied,novice,comprehensive_mastery,collaborative
P1547,Analyze,AA,Physics,formal,informed,comprehensive_mastery,guided
P1549,Analyze,AA,Physics,formal,novice,skill_building,guided
P1553,Evaluate,EC,Physics,formal,misinformed,skill_building,guided
P1556,Analyze,AA,Biology,natural,novice,skill_building,collaborative
P1558,Apply,AA,Art History,humanistic,novice,comprehensive_mastery,collaborative
P1561,Create,EC,Mathematics,formal,informed,conceptual_orientation,guided
P1563,Understand,RU,Psychology,natural,novice,comprehensive_mastery,autonomous
P1564,Evaluate,EC,Biology,natural,informed,comprehensive_mastery,guided
P1566,Remember,RU,Psychology,natural,informed,competency_development,guided
P1568,Remember,RU,History,humanistic,informed,skill_building,guided
P1569,Understand,RU,Physics,formal,informed,competency_development,guided
P1571,Apply,AA,History,humanistic,misinformed,conceptual_orientation,collaborative
P1572,Apply,AA,Computer Science,formal,novice,competency_development,collaborative
P1576,Apply,AA,Art History,humanistic,informed,competency_development,guided
P1577,Understand,RU,Sociology,applied,misinformed,comprehensive_mastery,collaborative
P1580,Remember,RU,Ethics,humanistic,informed,conceptual_orientation,collaborative
P1583,Remember,RU,Biology,natural,novice,competency_development,guided
P1584,Remember,RU,Biology,natural,novice,skill_building,guided
P1586,Create,EC,Sociology,applied,informed,competency_development,autonomous
P1587,Evaluate,EC,Computer Science,formal,misinformed,conceptual_orientation,collaborative
P1588,Create,EC,Mathematics,formal,informed,competency_development,guided
P1589,Evaluate,EC,Physics,formal,informed,comprehensive_mastery,autonomous
P1592,Remember,RU,Art History,humanistic,novice,conceptual_orientation,guided
P1594,Understand,RU,Literature,humanistic,novice,conceptual_orientation,guided
P1598,Evaluate,EC,Art History,humanistic,misinformed,conceptual_orientation,autonomous
P1600,Understand,RU,Ethics,humanistic,misinformed,competency_development,guided
P1602,Remember,RU,Physics,formal,misinformed,comprehensive_mastery,guided
P1603,Analyze,AA,Biology,natural,misinformed,conceptual_orientation,guided
P1607,Evaluate,EC,Psychology,natural,novice,skill_building,collaborative
P1608,Understand,RU,Biology,natural,novice,conceptual_orientation,collaborative
P1613,Create,EC,Psychology,natural,misinformed,comprehensive_mastery,guided
P1614,Analyze,AA,Literature,humanistic,novice,comprehensive_mastery,guided
P1615,Create,EC,Literature,humanistic,misinformed,competency_development,guided
P1616,Apply,AA,Psychology,natural,novice,competency_development,collaborative
P1618,Analyze,AA,Psychology,natural,informed,conceptual_orientation,guided
P1622,Understand,RU,History,humanistic,novice,conceptual_orientation,autonomous
P1623,Analyze,AA,Mathematics,formal,informed,conceptual_orientation,collaborative
P1624,Apply,AA,Psychology,natural,misinformed,competency_development,collaborative
P1627,Create,EC,Literature,humanistic,informed,conceptual_orientation,guided
P1629,Evaluate,EC,Computer Science,formal,novice,skill_building,autonomous
P1633,Apply,AA,Art History,humanistic,informed,conceptual_orientation,guided
P1634,Create,EC,Sociology,applied,novice,competency_development,guided
P1636,Analyze,AA,Computer Science,formal,informed,skill_building,guided
P1640,Evaluate,EC,History,humanistic,misinformed,conceptual_orientation,collaborative
P1647,Analyze,AA,Ethics,humanistic,informed,competency_development,guided
P1648,Evaluate,EC,Computer Science,formal,novice,competency_development,guided
P1649,Remember,RU,History,humanistic,informed,competency_development,collaborative
P1650,Remember,RU,Psychology,natural,misinformed,comprehensive_mastery,guided
P1651,Remember,RU,Computer Science,formal,novice,skill_building,collaborative
P1652,Apply,AA,Physics,formal,novice,comprehensive_mastery,collaborative
P1653,Evaluate,EC,Literature,humanistic,misinformed,conceptual_orientation,guided
P1655,Analyze,AA,Psychology,natural,novice,competency_development,collaborative
P1657,Create,EC,Psychology,natural,informed,competency_development,guided
P1658,Create,EC,History,humanistic,informed,skill_building,guided
P1659,Analyze,AA,Psychology,natural,informed,competency_development,guided
P1660,Create,EC,Literature,humanistic,novice,competency_development,guided
P1661,Apply,AA,History,humanistic,novice,skill_building,autonomous
P1663,Remember,RU,Ethics,humanistic,misinformed,skill_building,collaborative
P1671,Remember,RU,Literature,humanistic,misinformed,skill_building,autonomous
P1672,Evaluate,EC,Literature,humanistic,novice,comprehensive_mastery,guided
P1673,Create,EC,Art History,humanistic,misinformed,conceptual_orientation,guided
P1674,Analyze,AA,Ethics,humanistic,novice,conceptual_orientation,guided
P1675,Apply,AA,Psychology,natural,novice,competency_development,guided
P1679,Evaluate,EC,Literature,humanistic,informed,conceptual_orientation,guided
P1680,Evaluate,EC,History,humanistic,novice,conceptual_orientation,guided
P1681,Analyze,AA,Physics,formal,novice,skill_building,autonomous
P1682,Create,EC,Literature,humanistic,novice,conceptual_orientation,collaborative
P1685,Remember,RU,Psychology,natural,novice,competency_development,collaborative
P1686,Create,EC,Ethics,humanistic,informed,competency_development,guided
P1689,Analyze,AA,Ethics,humanistic,informed,competency_development,collaborative
P1691,Analyze,AA,Physics,formal,informed,competency_development,autonomous
P1695,Evaluate,EC,Literature,humanistic,novice,conceptual_orientation,collaborative
P1697,Analyze,AA,Biology,natural,novice,competency_development,guided
P1699,Create,EC,Biology,natural,informed,competency_development,guided
P1700,Evaluate,EC,Sociology,applied,misinformed,skill_building,autonomous
P1701,Create,EC,Psychology,natural,informed,skill_building,autonomous
P1704,Create,EC,Art History,humanistic,misinformed,conceptual_orientation,collaborative
P1706,Analyze,AA,Literature,humanistic,novice,conceptual_orientation,collaborative
P1708,Evaluate,EC,Sociology,applied,novice,conceptual_orientation,collaborative
P1710,Evaluate,EC,Art History,humanistic,novice,comprehensive_mastery,guided
P1711,Understand,RU,Computer Science,formal,misinformed,competency_development,collaborative
P1712,Apply,AA,Art History,humanistic,novice,conceptual_orientation,collaborative
P1713,Understand,RU,Psychology,natural,novice,skill_building,guided
P1714,Remember,RU,History,humanistic,novice,conceptual_orientation,guided
P1715,Create,EC,Mathematics,formal,novice,skill_building,collaborative
P1718,Analyze,AA,Biology,natural,misinformed,skill_building,guided
P1719,Apply,AA,Sociology,applied,novice,conceptual_orientation,autonomous
P1721,Create,EC,Art History,humanistic,informed,competency_development,guided
P1724,Evaluate,EC,Psychology,natural,misinformed,comprehensive_mastery,autonomous
P1725,Analyze,AA,Literature,humanistic,informed,competency_development,guided
P1726,Create,EC,Physics,formal,misinformed,competency_development,autonomous
P1731,Create,EC,Ethics,humanistic,informed,competency_development,collaborative
P1732,Remember,RU,Biology,natural,misinformed,competency_development,collaborative
P1734,Analyze,AA,Physics,formal,novice,conceptual_orientation,guided
P1735,Create,EC,Literature,humanistic,misinformed,skill_building,collaborative
P1737,Understand,RU,Psychology,natural,informed,skill_building,autonomous
P1738,Analyze,AA,Computer Science,formal,informed,comprehensive_mastery,collaborative
P1740,Apply,AA,Biology,natural,novice,skill_building,guided
P1741,Create,EC,Ethics,humanistic,novice,comprehensive_mastery,guided
P1742,Remember,RU,Sociology,applied,informed,skill_building,collaborative
P1743,Remember,RU,Ethics,humanistic,informed,conceptual_orientation,guided
P1744,Understand,RU,Sociology,applied,informed,comprehensive_mastery,guided
P1748,Understand,RU,Ethics,humanistic,misinformed,comprehensive_mastery,guided
P1750,Create,EC,Ethics,humanistic,informed,skill_building,guided
P1756,Create,EC,Sociology,applied,misinformed,conceptual_orientation,collaborative
P1757,Analyze,AA,Mathematics,formal,misinformed,comprehensive_mastery,autonomous
P1758,Analyze,AA,Mathematics,formal,informed,skill_building,collaborative
P1760,Apply,AA,Psychology,natural,novice,conceptual_orientation,guided
P1762,Create,EC,Literature,humanistic,novice,skill_building,guided
P1764,Evaluate,EC,Literature,humanistic,informed,comprehensive_mastery,guided
P1766,Remember,RU,Ethics,humanistic,novice,skill_building,guided
P1770,Evaluate,EC,Computer Science,formal,misinformed,skill_building,collaborative
P1771,Create,EC,History,humanistic,informed,comprehensive_mastery,guided
P1773,Analyze,AA,Literature,humanistic,novice,competency_development,guided
P1775,Apply,AA,Art History,humanistic,misinformed,competency_development,guided
P1779,Create,EC,Computer Science,formal,misinformed,skill_building,autonomous
P1781,Analyze,AA,History,humanistic,informed,skill_building,collaborative
P1782,Analyze,AA,Mathematics,formal,misinformed,conceptual_orientation,collaborative
P1785,Create,EC,Ethics,humanistic,novice,conceptual_orientation,collaborative
P1793,Evaluate,EC,Sociology,applied,informed,competency_development,collaborative
P1796,Analyze,AA,Sociology,applied,novice,competency_development,collaborative
P1802,Remember,RU,Biology,natural,misinformed,competency_development,guided
P1805,Analyze,AA,Ethics,humanistic,novice,comprehensive_mastery,guided
P1810,Create,EC,Literature,humanistic,novice,comprehensive_mastery,guided
P1812,Create,EC,History,humanistic,novice,competency_development,guided
P1813,Analyze,AA,History,humanistic,novice,competency_development,guided
P1819,Create,EC,Ethics,humanistic,misinformed,conceptual_orientation,guided
P1825,Apply,AA,Physics,formal,novice,comprehensive_mastery,guided
P1828,Evaluate,EC,Physics,formal,misinformed,skill_building,collaborative
P1831,Evaluate,EC,Sociology,applied,informed,skill_building,guided
P1832,Analyze,AA,Mathematics,formal,informed,conceptual_orientation,guided
P1833,Evaluate,EC,Computer Science,formal,novice,comprehensive_mastery,guided
P1834,Evaluate,EC,Physics,formal,novice,conceptual_orientation,collaborative
P1835,Create,EC,Literature,humanistic,misinformed,comprehensive_mastery,collaborative
P1836,Evaluate,EC,Art History,humanistic,misinformed,comprehensive_mastery,collaborative
P1838,Apply,AA,Mathematics,formal,informed,conceptual_orientation,guided
P1840,Apply,AA,Art History,humanistic,misinformed,skill_building,autonomous
P1843,Evaluate,EC,Art History,humanistic,novice,skill_building,autonomous
P1844,Analyze,AA,Sociology,applied,informed,competency_development,collaborative
P1849,Analyze,AA,History,humanistic,informed,conceptual_orientation,guided
P1850,Evaluate,EC,Biology,natural,misinformed,conceptual_orientation,collaborative
P1851,Understand,RU,Biology,natural,informed,competency_development,collaborative
P1852,Create,EC,Sociology,applied,informed,skill_building,autonomous
P1853,Evaluate,EC,History,humanistic,novice,comprehensive_mastery,collaborative
P1855,Remember,RU,History,humanistic,misinformed,conceptual_orientation,collaborative
P1857,Remember,RU,Biology,natural,informed,comprehensive_mastery,collaborative
P1858,Apply,AA,Ethics,humanistic,informed,competency_development,guided
P1859,Analyze,AA,Ethics,humanistic,novice,conceptual_orientation,collaborative
P1861,Evaluate,EC,Mathematics,formal,misinformed,skill_building,autonomous
P1863,Evaluate,EC,Sociology,applied,novice,competency_development,guided
P1867,Evaluate,EC,Sociology,applied,novice,comprehensive_mastery,guided
P1872,Evaluate,EC,Computer Science,formal,misinformed,comprehensive_mastery,collaborative
P1873,Evaluate,EC,Mathematics,formal,novice,skill_building,autonomous
P1874,Apply,AA,History,humanistic,informed,competency_development,guided
P1877,Understand,RU,Computer Science,formal,informed,skill_building,guided
P1879,Understand,RU,Biology,natural,misinformed,skill_building,autonomous
P1880,Evaluate,EC,History,humanistic,informed,comprehensive_mastery,guided
P1882,Apply,AA,Physics,formal,misinformed,comprehensive_mastery,autonomous
P1884,Apply,AA,Physics,formal,novice,conceptual_orientation,guided
P1885,Analyze,AA,Art History,humanistic,novice,conceptual_orientation,guided
P1889,Evaluate,EC,Sociology,applied,informed,comprehensive_mastery,guided
P1890,Analyze,AA,Psychology,natural,novice,skill_building,autonomous
P1891,Understand,RU,Mathematics,formal,informed,conceptual_orientation,collaborative
P1892,Analyze,AA,Art History,humanistic,misinformed,competency_development,guided
P1895,Evaluate,EC,Literature,humanistic,informed,competency_development,guided
P1896,Create,EC,Biology,natural,misinformed,conceptual_orientation,guided
P1898,Remember,RU,Biology,natural,novice,comprehensive_mastery,collaborative
P1900,Evaluate,EC,Literature,humanistic,misinformed,skill_building,collaborative
P1904,Understand,RU,Physics,formal,informed,comprehensive_mastery,collaborative
P1905,Understand,RU,Literature,humanistic,misinformed,conceptual_orientation,guided
P1907,Create,EC,History,humanistic,informed,conceptual_orientation,guided
P1908,Evaluate,EC,Physics,formal,informed,competency_development,collaborative
P1909,Remember,RU,Art History,humanistic,informed,comprehensive_mastery,autonomous
P1913,Evaluate,EC,Literature,humanistic,novice,comprehensive_mastery,collaborative
P1914,Apply,AA,Psychology,natural,novice,comprehensive_mastery,autonomous
P1917,Evaluate,EC,Mathematics,formal,misinformed,competency_development,autonomous
P1918,Understand,RU,Biology,natural,informed,competency_development,guided
P1919,Create,EC,Mathematics,formal,misinformed,comprehensive_mastery,collaborative
P1922,Evaluate,EC,Biology,natural,informed,conceptual_orientation,guided
P1924,Remember,RU,Literature,humanistic,misinformed,conceptual_orientation,autonomous
P1925,Remember,RU,Literature,humanistic,misinformed,competency_development,collaborative
P1927,Apply,AA,Literature,humanistic,novice,comprehensive_mastery,guided
P1929,Analyze,AA,Sociology,applied,misinformed,comprehensive_mastery,collaborative
P1931,Understand,RU,Mathematics,formal,novice,skill_building,collaborative
P1933,Evaluate,EC,Biology,natural,misinformed,comprehensive_mastery,guided
P1934,Remember,RU,History,humanistic,novice,comprehensive_mastery,collaborative
P1937,Evaluate,EC,Computer Science,formal,misinformed,skill_building,autonomous
P1939,Create,EC,Ethics,humanistic,informed,comprehensive_mastery,guided
P1940,Analyze,AA,Sociology,applied,informed,competency_development,guided
P1941,Evaluate,EC,Art History,humanistic,informed,comprehensive_mastery,guided
P1942,Remember,RU,Literature,humanistic,novice,conceptual_orientation,guided
P1943,Apply,AA,Literature,humanistic,misinformed,comprehensive_mastery,autonomous
P1944,Analyze,AA,Sociology,applied,novice,skill_building,guided
P1945,Remember,RU,Computer Science,formal,novice,comprehensive_mastery,collaborative
P1947,Analyze,AA,Ethics,humanistic,novice,competency_development,collaborative
P1949,Evaluate,EC,Computer Science,formal,informed,competency_development,collaborative
P1952,Apply,AA,Literature,humanistic,informed,competency_development,collaborative
P1954,Remember,RU,History,humanistic,informed,conceptual_orientation,autonomous
P1955,Understand,RU,Art History,humanistic,novice,conceptual_orientation,collaborative
P1957,Remember,RU,History,humanistic,misinformed,conceptual_orientation,autonomous
P1958,Analyze,AA,Sociology,applied,novice,conceptual_orientation,autonomous
P1959,Understand,RU,Computer Science,formal,informed,comprehensive_mastery,guided
P1960,Apply,AA,Biology,natural,novice,comprehensive_mastery,collaborative
P1962,Apply,AA,Literature,humanistic,novice,skill_building,collaborative
P1969,Apply,AA,Ethics,humanistic,novice,comprehensive_mastery,collaborative
P1970,Understand,RU,Art History,humanistic,informed,competency_development,guided
P1972,Remember,RU,Ethics,humanistic,novice,comprehensive_mastery,guided
P1973,Analyze,AA,Mathematics,formal,misinformed,skill_building,autonomous
P1975,Remember,RU,Ethics,humanistic,misinformed,skill_building,guided
P1977,Apply,AA,Physics,formal,informed,comprehensive_mastery,guided
P1979,Analyze,AA,Art History,humanistic,misinformed,conceptual_orientation,guided
P1980,Understand,RU,Ethics,humanistic,informed,skill_building,collaborative
P1982,Analyze,AA,Physics,formal,novice,comprehensive_mastery,collaborative
P1983,Apply,AA,Biology,natural,informed,conceptual_orientation,autonomous
P1984,Evaluate,EC,Literature,humanistic,informed,skill_building,guided
P1985,Understand,RU,Biology,natural,misinformed,skill_building,collaborative
P1986,Remember,RU,Psychology,natural,informed,skill_building,autonomous
P1988,Evaluate,EC,Physics,formal,novice,comprehensive_mastery,collaborative
P1989,Apply,AA,Biology,natural,informed,skill_building,guided
P1991,Remember,RU,History,humanistic,informed,conceptual_orientation,collaborative
P1992,Apply,AA,Sociology,applied,misinformed,competency_development,guided
P1993,Remember,RU,Literature,humanistic,novice,skill_building,collaborative
P1994,Apply,AA,Biology,natural,misinformed,comprehensive_mastery,guided
P1996,Evaluate,EC,Physics,formal,misinformed,competency_development,guided
P1999,Evaluate,EC,Psychology,natural,informed,competency_development,collaborative
P2000,Evaluate,EC,Ethics,humanistic,informed,conceptual_orientation,collaborative
