prompt_id,bloom,bloom_band,subject,subject_family,knowledge_state,learning_stage,learning_context
P0403,Remember,RU,Physics,formal,novice,conceptual_orientation,autonomous
P0404,Create,EC,Sociology,applied,informed,comprehensive_mastery,autonomous
P0405,Understand,RU,Biology,natural,novice,competency_development,guided
P0406,Analyze,AA,Mathematics,formal,informed,competency_development,guided
P0407,Evaluate,EC,Art History,humanistic,informed,comprehensive_mastery,autonomous
P0408,Create,EC,Sociology,applied,misinformed,comprehensive_mastery,autonomous
P0409,Understand,RU,Literature,humanistic,misinformed,comprehensive_mastery,collaborative
P0410,Apply,AA,Computer Science,formal,informed,comprehensive_mastery,guided
P0411,Create,EC,Biology,natural,misinformed,skill_building,autonomous
P0412,Understand,RU,Sociology,applied,novice,skill_building,collaborative
P0413,Apply,AA,History,humanistic,informed,competency_development,autonomous
P0414,Understand,RU,Art History,humanistic,novice,comprehensive_mastery,autonomous
P0415,Evaluate,EC,Sociology,applied,misinformed,comprehensive_mastery,guided
P0416,Create,EC,Psychology,natural,informed,comprehensive_mastery,collaborative
P0417,Evaluate,EC,Psychology,natural,novice,skill_building,autonomous
P0418,Evaluate,EC,Art History,humanistic,novice,competency_development,guided
P0419,Create,EC,Biology,natural,misinformed,competency_development,collaborative
P0420,Apply,AA,Literature,humanistic,misinformed,competency_development,guided
P0421,Create,EC,History,humanistic,novice,comprehensive_mastery,guided
P0422,Remember,RU,Art History,humanistic,informed,competency_development,autonomous
P0423,Remember,RU,Computer Science,formal,misinformed,comprehensive_mastery,guided
P0424,Evaluate,EC,Ethics,humanistic,misinformed,conceptual_orientation,collaborative
P0425,Understand,RU,Sociology,applied,informed,comprehensive_mastery,collaborative
P0426,Create,EC,Sociology,applied,informed,conceptual_orientation,autonomous
P0427,Create,EC,Art History,humanistic,novice,comprehensive_mastery,guided
P0428,Understand,RU,Sociology,applied,novice,comprehensive_mastery,collaborative
P0429,Remember,RU,Mathematics,formal,novice,conceptual_orientation,collaborative
P0430,Apply,AA,Ethics,humanistic,informed,competency_development,autonomous
P0431,Evaluate,EC,History,humanistic,novice,comprehensive_mastery,autonomous
P0432,Understand,RU,Sociology,applied,misinformed,conceptual_orientation,autonomous
P0433,Understand,RU,Mathematics,formal,novice,conceptual_orientation,collaborative
P0434,Analyze,AA,Ethics,humanistic,informed,comprehensive_mastery,collaborative
P0435,Apply,AA,History,humanistic,misinformed,skill_building,guided
P0436,Remember,RU,Sociology,applied,misinformed,comprehensive_mastery,autonomous
P0437,Understand,RU,Literature,humanistic,informed,conceptual_orientation,guided
P0438,Understand,RU,Art History,humanistic,informed,conceptual_orientation,collaborative
P0439,Remember,RU,Physics,formal,informed,skill_building,guided
P0440,Evaluate,EC,Mathematics,formal,novice,skill_building,guided
P0441,Create,EC,Literature,humanistic,informed,conceptual_orientation,autonomous
P0442,Apply,AA,Ethics,humanistic,novice,competency_development,guided
P0443,Apply,AA,Literature,humanistic,misinformed,skill_building,autonomous
P0444,Create,EC,Art History,humanistic,novice,competency_development,collaborative
P0445,Analyze,AA,Psychology,natural,novice,comprehensive_mastery,collaborative
P0446,Analyze,AA,Mathematics,formal,informed,comprehensive_mastery,collaborative
P0447,Remember,RU,Computer Science,formal,informed,comprehensive_mastery,autonomous
P0448,Analyze,AA,Mathematics,formal,informed,competency_development,autonomous
P0449,Analyze,AA,History,humanistic,informed,competency_development,guided
P0450,Remember,RU,Sociology,applied,informed,competency_development,guided
P0451,Create,EC,Psychology,natural,informed,comprehensive_mastery,guided
P0452,Remember,RU,Mathematics,formal,novice,skill_building,guided
P0453,Understand,RU,Psychology,natural,informed,comprehensive_mastery,collaborative
P0454,Understand,RU,History,humanistic,misinformed,competency_development,collaborative
P0455,Evaluate,EC,History,humanistic,informed,skill_building,autonomous
P0456,Create,EC,Computer Science,formal,informed,competency_development,guided
P0457,Remember,RU,Computer Science,formal,informed,conceptual_orientation,collaborative
P0458,Evaluate,EC,Mathematics,formal,novice,competency_development,autonomous
P0459,Evaluate,EC,Computer Science,formal,novice,skill_building,guided
P0460,Remember,RU,Mathematics,formal,novice,competency_development,guided
P0461,Create,EC,Ethics,humanistic,novice,comprehensive_mastery,collaborative
P0462,Understand,RU,Biology,natural,novice,comprehensive_mastery,collaborative
P0463,Apply,AA,Sociology,applied,novice,conceptual_orientation,collaborative
P0464,Remember,RU,History,humanistic,misinformed,competency_development,collaborative
P0465,Create,EC,History,humanistic,novice,skill_building,collaborative
P0466,Remember,RU,Mathematics,formal,misinformed,comprehensive_mastery,collaborative
P0467,Remember,RU,Art History,humanistic,misinformed,conceptual_orientation,autonomous
P0468,Understand,RU,Literature,humanistic,misinformed,skill_building,guided
P0469,Analyze,AA,Computer Science,formal,novice,competency_development,autonomous
P0470,Evaluate,EC,Art History,humanistic,informed,comprehensive_mastery,collaborative
P0471,Analyze,AA,Ethics,humanistic,informed,conceptual_orientation,guided
P0472,Evaluate,EC,Literature,humanistic,misinformed,conceptual_orientation,collaborative
P0473,Create,EC,Art History,humanistic,novice,conceptual_orientation,autonomous
P0474,Understand,RU,Mathematics,formal,informed,skill_building,collaborative
P0475,Understand,RU,History,humanistic,misinformed,competency_development,guided
P0476,Create,EC,Physics,formal,novice,skill_building,guided
P0477,Remember,RU,Art History,humanistic,misinformed,comprehensive_mastery,collaborative
P0478,Apply,AA,Ethics,humanistic,informed,comprehensive_mastery,guided
P0479,Evaluate,EC,Sociology,applied,informed,conceptual_orientation,collaborative
P0480,Create,EC,Psychology,natural,misinformed,conceptual_orientation,guided
P0481,Analyze,AA,Ethics,humanistic,misinformed,skill_building,collaborative
P0482,Evaluate,EC,History,humanistic,misinformed,competency_development,guided
P0483,Create,EC,Physics,formal,informed,competency_development,autonomous
P0484,Remember,RU,History,humanistic,novice,skill_building,guided
P0485,Evaluate,EC,History,humanistic,novice,conceptual_orientation,autonomous
P0486,Analyze,AA,Literature,humanistic,informed,competency_development,autonomous
P0487,Apply,AA,Ethics,humanistic,novice,skill_building,collaborative
P0488,Understand,RU,Mathematics,formal,informed,competency_development,autonomous
P0489,Evaluate,EC,Biology,natural,informed,competency_development,autonomous
P0490,Analyze,AA,Art History,humanistic,misinformed,conceptual_orientation,collaborative
P0491,Evaluate,EC,Physics,formal,novice,competency_development,autonomous
P0492,Analyze,AA,Psychology,natural,informed,competency_development,collaborative
P0493,Apply,AA,Physics,formal,misinformed,competency_development,guided
P0494,Remember,RU,Biology,natural,informed,comprehensive_mastery,guided
P0495,Apply,AA,Biology,natural,informed,skill_building,autonomous
P0496,Apply,AA,Literature,humanistic,novice,competency_development,autonomous
P0497,Create,EC,History,humanistic,misinformed,skill_building,guided
P0498,Analyze,AA,Computer Science,formal,informed,conceptual_orientation,collaborative
P0499,Evaluate,EC,Ethics,humanistic,novice,competency_development,autonomous
P0500,Evaluate,EC,Mathematics,formal,informed,skill_building,collaborative
P0501,Understand,RU,Psychology,natural,misinformed,conceptual_orientation,guided
P0502,Create,EC,Literature,humanistic,novice,conceptual_orientation,autonomous
P0503,Create,EC,Psychology,natural,informed,competency_development,autonomous
P0504,Create,EC,Literature,humanistic,misinformed,comprehensive_mastery,guided
P0505,Apply,AA,Ethics,humanistic,informed,skill_building,guided
P0506,Understand,RU,Art History,humanistic,novice,conceptual_orientation,autonomous
P0507,Remember,RU,Ethics,humanistic,novice,conceptual_orientation,collaborative
P0508,Analyze,AA,History,humanistic,novice,comprehensive_mastery,guided
P0509,Evaluate,EC,Art History,humanistic,informed,skill_building,guided
P0510,Analyze,AA,Mathematics,formal,informed,conceptual_orientation,autonomous
P0511,Evaluate,EC,Ethics,humanistic,misinformed,skill_building,autonomous
P0512,Analyze,AA,Literature,humanistic,misinformed,competency_development,guided
P0513,Analyze,AA,Sociology,applied,informed,conceptual_orientation,guided
P0514,Create,EC,History,humanistic,misinformed,skill_building,autonomous
P0515,Understand,RU,Physics,formal,informed,competency_development,autonomous
P0516,Evaluate,EC,Ethics,humanistic,novice,skill_building,collaborative
P0517,Analyze,AA,Physics,formal,novice,conceptual_orientation,collaborative
P0518,Understand,RU,Biology,natural,misinformed,comprehensive_mastery,collaborative
P0519,Create,EC,Physics,formal,informed,skill_building,guided
P0520,Understand,RU,Computer Science,formal,novice,competency_development,guided
P0521,Apply,AA,Biology,natural,novice,conceptual_orientation,autonomous
P0522,Remember,RU,Computer Science,formal,misinformed,competency_development,autonomous
P0523,Apply,AA,Art History,humanistic,novice,comprehensive_mastery,autonomous
P0524,Understand,RU,Psychology,natural,misinformed,skill_building,collaborative
P0525,Understand,RU,Psychology,natural,misinformed,skill_building,guided
P0526,Create,EC,Ethics,humanistic,novice,comprehensive_mastery,autonomous
P0527,Understand,RU,Ethics,humanistic,informed,skill_building,autonomous
P0528,Analyze,AA,History,humanistic,misinformed,skill_building,collaborative
P0529,Evaluate,EC,Sociology,applied,misinformed,comprehensive_mastery,collaborative
P0530,Apply,AA,Mathematics,formal,novice,competency_development,collaborative
P0531,Analyze,AA,Physics,formal,misinformed,comprehensive_mastery,autonomous
P0532,Remember,RU,Literature,humanistic,novice,skill_building,autonomous
P0533,Analyze,AA,History,humanistic,informed,comprehensive_mastery,guided
P0534,Evaluate,EC,Mathematics,formal,informed,competency_development,guided
P0535,Understand,RU,Mathematics,formal,misinformed,conceptual_orientation,guided
P0536,Evaluate,EC,History,humanistic,misinformed,skill_building,guided
P0537,Remember,RU,Biology,natural,informed,skill_building,collaborative
P0538,Understand,RU,History,humanistic,informed,comprehensive_mastery,autonomous
P0539,Evaluate,EC,Biology,natural,novice,conceptual_orientation,autonomous
P0540,Analyze,AA,Physics,formal,informed,comprehensive_mastery,collaborative
P0541,Understand,RU,Sociology,applied,informed,conceptual_orientation,guided
P0542,Analyze,AA,Art History,humanistic,informed,skill_building,collaborative
P0543,Understand,RU,Sociology,applied,informed,skill_building,collaborative
P0544,Apply,AA,Physics,formal,novice,conceptual_orientation,autonomous
P0545,Analyze,AA,Ethics,humanistic,misinformed,competency_development,guided
P0546,Understand,RU,Mathematics,formal,misinformed,skill_building,collaborative
P0547,Analyze,AA,Biology,natural,novice,skill_building,guided
P0548,Analyze,AA,Sociology,applied,novice,conceptual_orientation,guided
P0549,Create,EC,Ethics,humanistic,misinformed,conceptual_orientation,autonomous
P0550,Create,EC,Ethics,humanistic,misinformed,skill_building,autonomous
P0551,Analyze,AA,History,humanistic,misinformed,competency_development,autonomous
P0552,Remember,RU,Sociology,applied,misinformed,conceptual_orientation,autonomous
P0553,Evaluate,EC,Ethics,humanistic,misinformed,comprehensive_mastery,autonomous
P0554,Remember,RU,Biology,natural,informed,conceptual_orientation,guided
P0555,Create,EC,Physics,formal,misinformed,comprehensive_mastery,guided
P0556,Create,EC,Biology,natural,informed,competency_development,autonomous
P0557,Apply,AA,Art History,humanistic,informed,conceptual_orientation,collaborative
P0558,Apply,AA,Mathematics,formal,misinformed,competency_development,collaborative
P0559,Remember,RU,Computer Science,formal,novice,competency_development,autonomous
P0560,Analyze,AA,Sociology,applied,informed,comprehensive_mastery,autonomous
P0561,Apply,AA,Sociology,applied,informed,comprehensive_mastery,autonomous
P0562,Apply,AA,Psychology,natural,misinformed,conceptual_orientation,guided
P0563,Apply,AA,Ethics,humanistic,misinformed,skill_building,guided
P0564,Apply,AA,Ethics,humanistic,informed,comprehensive_mastery,autonomous
P0565,Understand,RU,Art History,humanistic,novice,comprehensive_mastery,guided
P0566,Evaluate,EC,Physics,formal,misinformed,comprehensive_mastery,autonomous
P0567,Apply,AA,Ethics,humanistic,informed,competency_development,collaborative
P0568,Create,EC,Sociology,applied,novice,skill_building,collaborative
P0569,Analyze,AA,Art History,humanistic,informed,comprehensive_mastery,autonomous
P0570,Remember,RU,Physics,formal,novice,comprehensive_mastery,guided
P0571,Apply,AA,Sociology,applied,informed,comprehensive_mastery,guided
P0572,Remember,RU,Physics,formal,novice,skill_building,guided
P0573,Remember,RU,History,humanistic,misinformed,skill_building,collaborative
P0574,Evaluate,EC,Literature,humanistic,informed,conceptual_orientation,collaborative
P0575,Create,EC,Psychology,natural,informed,skill_building,collaborative
P0576,Create,EC,Computer Science,formal,novice,conceptual_orientation,autonomous
P0577,Evaluate,EC,Psychology,natural,novice,comprehensive_mastery,autonomous
P0578,Analyze,AA,Literature,humanistic,novice,competency_development,collaborative
P0579,Evaluate,EC,Physics,formal,misinformed,competency_development,collaborative
P0580,Analyze,AA,Mathematics,formal,novice,conceptual_orientation,guided
P0581,Evaluate,EC,Physics,formal,informed,comprehensive_mastery,guided
P0582,Analyze,AA,Sociology,applied,misinformed,conceptual_orientation,collaborative
P0583,Analyze,AA,Ethics,humanistic,novice,skill_building,collaborative
P0584,Apply,AA,Biology,natural,novice,skill_building,autonomous
P0585,Apply,AA,Art History,humanistic,informed,comprehensive_mastery,collaborative
P0586,Evaluate,EC,Ethics,humanistic,informed,conceptual_orientation,autonomous
P0587,Analyze,AA,Computer Science,formal,informed,skill_building,autonomous
P0588,Remember,RU,Literature,humanistic,misinformed,skill_building,collaborative
P0589,Remember,RU,Art History,humanistic,informed,comprehensive_mastery,guided
P0590,Create,EC,Psychology,natural,misinformed,comprehensive_mastery,autonomous
P0591,Analyze,AA,History,humanistic,novice,comprehensive_mastery,autonomous
P0592,Remember,RU,Sociology,applied,novice,conceptual_orientation,guided
P0593,Understand,RU,Physics,formal,misinformed,conceptual_orientation,collaborative
P0594,Remember,RU,Literature,humanistic,informed,skill_building,guided
P0595,Apply,AA,Literature,humanistic,misinformed,skill_building,guided
P0596,Understand,RU,History,humanistic,misinformed,skill_building,autonomous
P0597,Apply,AA,Art History,humanistic,misinformed,competency_development,collaborative
P0598,Apply,AA,Physics,formal,novice,skill_building,autonomous
P0599,Apply,AA,Mathematics,formal,novice,skill_building,guided
P0600,Evaluate,EC,Mathematics,formal,informed,comprehensive_mastery,guided
P0601,Create,EC,Literature,humanistic,misinformed,competency_development,autonomous
P0602,Create,EC,Ethics,humanistic,misinformed,comprehensive_mastery,collaborative
P0603,Remember,RU,Psychology,natural,misinformed,skill_building,guided
P0604,Evaluate,EC,Physics,formal,informed,conceptual_orientation,guided
P0605,Remember,RU,Computer Science,formal,misinformed,skill_building,autonomous
P0606,Remember,RU,Ethics,humanistic,misinformed,comprehensive_mastery,guided
P0607,Create,EC,Literature,humanistic,misinformed,conceptual_orientation,collaborative
P0608,Understand,RU,Mathematics,formal,novice,comprehensive_mastery,autonomous
P0609,Evaluate,EC,Ethics,humanistic,novice,skill_building,guided
P0610,Create,EC,Sociology,applied,informed,comprehensive_mastery,collaborative
P0611,Apply,AA,Sociology,applied,misinformed,skill_building,autonomous
P0612,Remember,RU,Ethics,humanistic,novice,conceptual_orientation,autonomous
P0613,Evaluate,EC,Mathematics,formal,novice,skill_building,collaborative
P0614,Analyze,AA,Computer Science,formal,novice,skill_building,collaborative
P0615,Create,EC,Ethics,humanistic,informed,competency_development,autonomous
P0616,Apply,AA,Sociology,applied,novice,competency_development,autonomous
P0617,Create,EC,Biology,natural,informed,skill_building,autonomous
P0618,Analyze,AA,Computer Science,formal,novice,comprehensive_mastery,guided
P0619,Create,EC,Sociology,applied,misinformed,competency_development,autonomous
P0620,Apply,AA,Mathematics,formal,informed,competency_development,autonomous
P0621,Remember,RU,Mathematics,formal,misinformed,competency_development,collaborative
P0622,Evaluate,EC,Physics,formal,informed,skill_building,guided
P0623,Apply,AA,Computer Science,formal,misinformed,comprehensive_mastery,guided
P0624,Analyze,AA,Computer Science,formal,informed,skill_building,collaborative
P0625,Evaluate,EC,Mathematics,formal,informed,competency_development,collaborative
P0626,Apply,AA,Literature,humanistic,informed,conceptual_orientation,autonomous
P0627,Understand,RU,Computer Science,formal,misinformed,comprehensive_mastery,autonomous
P0628,Understand,RU,Sociology,applied,informed,skill_building,guided
P0629,Remember,RU,Physics,formal,misinformed,conceptual_orientation,collaborative
P0630,Apply,AA,Ethics,humanistic,novice,conceptual_orientation,guided
P0631,Evaluate,EC,Literature,humanistic,novice,competency_development,collaborative
P0632,Create,EC,Mathematics,formal,informed,comprehensive_mastery,collaborative
P0633,Evaluate,EC,Mathematics,formal,misinformed,skill_building,collaborative
P0634,Remember,RU,Sociology,applied,informed,comprehensive_mastery,autonomous
P0635,Evaluate,EC,Literature,humanistic,misinformed,comprehensive_mastery,autonomous
P0636,Create,EC,Sociology,applied,informed,conceptual_orientation,collaborative
P0637,Analyze,AA,Literature,humanistic,misinformed,skill_building,guided
P0638,Understand,RU,Sociology,applied,novice,conceptual_orientation,guided
P0639,Create,EC,Computer Science,formal,misinformed,conceptual_orientation,autonomous
P0640,Understand,RU,Computer Science,formal,novice,comprehensive_mastery,autonomous
P0641,Evaluate,EC,Ethics,humanistic,misinformed,skill_building,guided
P0642,Evaluate,EC,Art History,humanistic,misinformed,conceptual_orientation,collaborative
P0643,Remember,RU,Biology,natural,misinformed,comprehensive_mastery,autonomous
P0644,Remember,RU,Literature,humanistic,novice,comprehensive_mastery,autonomous
P0645,Evaluate,EC,Physics,formal,misinformed,comprehensive_mastery,guided
P0646,Apply,AA,Sociology,applied,novice,conceptual_orientation,guided
P0647,Understand,RU,History,humanistic,misinformed,conceptual_orientation,autonomous
P0648,Create,EC,Ethics,humanistic,novice,skill_building,guided
P0649,Apply,AA,Literature,humanistic,misinformed,competency_development,autonomous
P0650,Apply,AA,Mathematics,formal,misinformed,skill_building,autonomous
P0651,Understand,RU,Biology,natural,informed,comprehensive_mastery,guided
P0652,Evaluate,EC,Art History,humanistic,misinformed,conceptual_orientation,guided
P0653,Create,EC,History,humanistic,misinformed,conceptual_orientation,autonomous
P0654,Understand,RU,Literature,humanistic,misinformed,skill_building,autonomous
P0655,Apply,AA,Computer Science,formal,misinformed,competency_development,autonomous
P0656,Apply,AA,Sociology,applied,novice,skill_building,guided
P0657,Evaluate,EC,Sociology,applied,informed,competency_development,guided
P0658,Analyze,AA,Sociology,applied,misinformed,comprehensive_mastery,guided
P0659,Evaluate,EC,Ethics,humanistic,misinformed,comprehensive_mastery,guided
P0660,Remember,RU,Mathematics,formal,informed,competency_development,collaborative
P0661,Analyze,AA,Art History,humanistic,informed,conceptual_orientation,collaborative
P0662,Remember,RU,Biology,natural,informed,conceptual_orientation,collaborative
P0663,Understand,RU,Ethics,humanistic,informed,skill_building,guided
P0664,Apply,AA,Psychology,natural,novice,comprehensive_mastery,collaborative
P0665,Remember,RU,Sociology,applied,misinformed,conceptual_orientation,collaborative
P0666,Understand,RU,Literature,humanistic,novice,competency_development,guided
P0667,Create,EC,Mathematics,formal,informed,skill_building,collaborative
P0668,Analyze,AA,Biology,natural,misinformed,skill_building,collaborative
P0669,Understand,RU,Art History,humanistic,misinformed,skill_building,collaborative
P0670,Create,EC,History,humanistic,informed,competency_development,collaborative
P0671,Understand,RU,Biology,natural,informed,skill_building,collaborative
P0672,Create,EC,Biology,natural,novice,competency_development,guided
P0673,Remember,RU,Mathematics,formal,informed,comprehensive_mastery,guided
P0674,Create,EC,Ethics,humanistic,misinformed,competency_development,collaborative
P0675,Apply,AA,Mathematics,formal,misinformed,competency_development,guided
P0676,Apply,AA,History,humanistic,novice,competency_development,guided
P0677,Evaluate,EC,Computer Science,formal,misinformed,skill_building,guided
P0678,Create,EC,Ethics,humanistic,informed,conceptual_orientation,autonomous
P0679,Evaluate,EC,Sociology,applied,novice,competency_development,autonomous
P0680,Apply,AA,Physics,formal,informed,skill_building,autonomous
P0681,Remember,RU,Psychology,natural,misinformed,comprehensive_mastery,collaborative
P0682,Remember,RU,Physics,formal,misinformed,skill_building,autonomous
P0683,Apply,AA,Ethics,humanistic,novice,conceptual_orientation,autonomous
P0684,Create,EC,Ethics,humanistic,misinformed,skill_building,guided
P0685,Create,EC,Computer Science,formal,informed,skill_building,guided
P0686,Apply,AA,Sociology,applied,misinformed,competency_development,collaborative
P0687,Analyze,AA,Ethics,humanistic,misinformed,comprehensive_mastery,autonomous
P0688,Apply,AA,History,humanistic,informed,skill_building,collaborative
P0689,Analyze,AA,Computer Science,formal,misinformed,competency_development,guided
P0690,Analyze,AA,Sociology,applied,misinformed,conceptual_orientation,autonomous
P0691,Evaluate,EC,Sociology,applied,misinformed,conceptual_orientation,autonomous
P0692,Analyze,AA,Literature,humanistic,novice,conceptual_orientation,guided
P0693,Evaluate,EC,Ethics,humanistic,novice,comprehensive_mastery,collaborative
P0694,Remember,RU,Biology,natural,novice,comprehensive_mastery,autonomous
P0695,Evaluate,EC,Ethics,humanistic,novice,conceptual_orientation,guided
P0696,Understand,RU,Psychology,natural,informed,competency_development,autonomous
P0697,Create,EC,Sociology,applied,novice,skill_building,guided
P0698,Remember,RU,Psychology,natural,informed,conceptual_orientation,collaborative
P0699,Apply,AA,Biology,natural,novice,comprehensive_mastery,guided
P0700,Evaluate,EC,History,humanistic,novice,conceptual_orientation,collaborative
P0701,Create,EC,History,humanistic,misinformed,comprehensive_mastery,autonomous
P0702,Understand,RU,Art History,humanistic,novice,conceptual_orientation,guided
P0703,Apply,AA,Ethics,humanistic,novice,competency_development,autonomous
P0704,Create,EC,Literature,humanistic,informed,conceptual_orientation,collaborative
P0705,Remember,RU,Art History,humanistic,misinformed,conceptual_orientation,collaborative
P0706,Evaluate,EC,Sociology,applied,novice,skill_building,guided
P0707,Understand,RU,Mathematics,formal,novice,conceptual_orientation,guided
P0708,Apply,AA,Computer Science,formal,novice,conceptual_orientation,autonomous
P0709,Evaluate,EC,Literature,humanistic,misinformed,conceptual_orientation,autonomous
P0710,Apply,AA,Psychology,natural,novice,conceptual_orientation,autonomous
P0711,Remember,RU,Art History,humanistic,novice,comprehensive_mastery,autonomous
P0712,Evaluate,EC,Biology,natural,misinformed,skill_building,guided
P0713,Analyze,AA,Computer Science,formal,novice,comprehensive_mastery,collaborative
P0714,Understand,RU,Literature,humanistic,novice,skill_building,guided
P0715,Apply,AA,Psychology,natural,misinformed,competency_development,autonomous
P0716,Understand,RU,Art History,humanistic,misinformed,competency_development,autonomous
P0717,Understand,RU,History,humanistic,novice,conceptual_orientation,collaborative
P0718,Analyze,AA,Physics,formal,novice,comprehensive_mastery,guided
P0719,Evaluate,EC,Sociology,applied,informed,comprehensive_mastery,autonomous
P0720,Create,EC,History,humanistic,novice,conceptual_orientation,collaborative
P0721,Understand,RU,Art History,humanistic,novice,competency_development,collaborative
P0722,Create,EC,Literature,humanistic,novice,skill_building,autonomous
P0723,Apply,AA,Literature,humanistic,informed,skill_building,collaborative
P0724,Evaluate,EC,Sociology,applied,informed,skill_building,collaborative
P0725,Understand,RU,Computer Science,formal,novice,conceptual_orientation,guided
P0726,Understand,RU,Psychology,natural,novice,comprehensive_mastery,guided
P0727,Remember,RU,History,humanistic,novice,competency_development,collaborative
P0728,Create,EC,Literature,humanistic,novice,competency_development,autonomous
P0729,Create,EC,Literature,humanistic,informed,comprehensive_mastery,guided
P0730,Analyze,AA,History,humanistic,novice,conceptual_orientation,guided
P0731,Analyze,AA,Biology,natural,misinformed,competency_development,autonomous
P0732,Evaluate,EC,History,humanistic,informed,skill_building,guided
P0733,Remember,RU,Mathematics,formal,novice,comprehensive_mastery,guided
P0734,Analyze,AA,Sociology,applied,informed,competency_development,autonomous
P0735,Evaluate,EC,Computer Science,formal,informed,competency_development,guided
P0736,Understand,RU,Physics,formal,novice,competency_development,guided
P0737,Create,EC,Biology,natural,novice,conceptual_orientation,guided
P0738,Understand,RU,Biology,natural,misinformed,conceptual_orientation,autonomous
P0739,Analyze,AA,Biology,natural,misinformed,comprehensive_mastery,collaborative
P0740,Remember,RU,Mathematics,formal,informed,conceptual_orientation,autonomous
P0741,Analyze,AA,Computer Science,formal,informed,competency_development,autonomous
P0742,Create,EC,Art History,humanistic,novice,competency_development,autonomous
P0743,Apply,AA,Ethics,humanistic,informed,conceptual_orientation,guided
P0744,Create,EC,Mathematics,formal,misinformed,conceptual_orientation,autonomous
P0745,Remember,RU,Mathematics,formal,misinformed,competency_development,guided
P0746,Analyze,AA,Art History,humanistic,misinformed,skill_building,autonomous
P0747,Analyze,AA,Mathematics,formal,misinformed,conceptual_orientation,autonomous
P0748,Evaluate,EC,Art History,humanistic,informed,conceptual_orientation,guided
P0749,Remember,RU,Literature,humanistic,informed,conceptual_orientation,guided
P0750,Analyze,AA,Mathematics,formal,novice,skill_building,collaborative
P0751,Evaluate,EC,Mathematics,formal,misinformed,competency_development,collaborative
P0752,Apply,AA,Art History,humanistic,informed,comprehensive_mastery,autonomous
P0753,Apply,AA,Physics,formal,novice,competency_development,guided
P0754,Apply,AA,Mathematics,formal,informed,skill_building,guided
P0755,Analyze,AA,Biology,natural,misinformed,competency_development,collaborative
P0756,Apply,AA,History,humanistic,novice,conceptual_orientation,autonomous
P0757,Analyze,AA,Psychology,natural,misinformed,conceptual_orientation,autonomous
P0758,Apply,AA,Physics,formal,misinformed,skill_building,guided
P0759,Remember,RU,Art History,humanistic,misinformed,conceptual_orientation,guided
P0760,Understand,RU,Computer Science,formal,misinformed,comprehensive_mastery,guided
P0761,Evaluate,EC,Computer Science,formal,informed,comprehensive_mastery,guided
P0762,Understand,RU,Ethics,humanistic,informed,conceptual_orientation,collaborative
P0763,Evaluate,EC,History,humanistic,novice,comprehensive_mastery,guided
P0764,Apply,AA,Computer Science,formal,novice,comprehensive_mastery,autonomous
P0765,Evaluate,EC,Literature,humanistic,novice,conceptual_orientation,autonomous
P0766,Understand,RU,Psychology,natural,novice,skill_building,autonomous
P0767,Analyze,AA,Psychology,natural,misinformed,comprehensive_mastery,autonomous
P0768,Create,EC,History,humanistic,informed,skill_building,collaborative
P0769,Create,EC,Psychology,natural,misinformed,skill_building,autonomous
P0770,Understand,RU,Biology,natural,misinformed,comprehensive_mastery,autonomous
P0771,Understand,RU,Mathematics,formal,misinformed,conceptual_orientation,autonomous
P0772,Understand,RU,Mathematics,formal,novice,competency_development,guided
P0773,Apply,AA,History,humanistic,misinformed,conceptual_orientation,autonomous
P0774,Create,EC,Sociology,applied,informed,skill_building,collaborative
P0775,Understand,RU,Ethics,humanistic,novice,comprehensive_mastery,collaborative
P0776,Evaluate,EC,Psychology,natural,informed,conceptual_orientation,autonomous
P0777,Evaluate,EC,History,humanistic,misinformed,skill_building,collaborative
P0778,Apply,AA,History,humanistic,misinformed,comprehensive_mastery,autonomous
P0779,Remember,RU,Sociology,applied,informed,comprehensive_mastery,collaborative
P0780,Create,EC,Sociology,applied,misinformed,comprehensive_mastery,collaborative
P0781,Remember,RU,Literature,humanistic,novice,conceptual_orientation,autonomous
P0782,Analyze,AA,Psychology,natural,misinformed,competency_development,collaborative
P0783,Remember,RU,Psychology,natural,novice,skill_building,autonomous
P0784,Apply,AA,Psychology,natural,informed,conceptual_orientation,guided
P0785,Analyze,AA,Physics,formal,novice,comprehensive_mastery,autonomous
P0786,Understand,RU,Sociology,applied,novice,conceptual_orientation,autonomous
P0787,Analyze,AA,Computer Science,formal,misinformed,conceptual_orientation,autonomous
P0788,Create,EC,Ethics,humanistic,informed,skill_building,collaborative
P0789,Evaluate,EC,Psychology,natural,novice,competency_development,collaborative
P0790,Understand,RU,Psychology,natural,informed,conceptual_orientation,guided
P0791,Apply,AA,Computer Science,formal,informed,competency_development,guided
P0792,Understand,RU,Physics,formal,novice,comprehensive_mastery,autonomous
P0793,Remember,RU,Art History,humanistic,misinformed,competency_development,collaborative
P0794,Apply,AA,Ethics,humanistic,misinformed,competency_development,guided
P0795,Analyze,AA,History,humanistic,informed,conceptual_orientation,collaborative
P0796,Understand,RU,Mathematics,formal,novice,comprehensive_mastery,guided
P0797,Analyze,AA,History,humanistic,misinformed,comprehensive_mastery,collaborative
P0798,Apply,AA,Mathematics,formal,misinformed,comprehensive_mastery,collaborative
P0799,Understand,RU,Literature,humanistic,misinformed,competency_development,autonomous
